game_id,week,home_team,away_team,went_ot,home_shots,away_shots,home_xg,away_xg,home_max_xg,away_max_xg,home_goals,away_goals,home_assists,away_assists,home_penalties_committed,away_penalties_committed,home_penalties_drawn,away_penalties_drawn,home_penalty_minutes,away_penalty_minutes,home_pp_opportunities,away_pp_opportunities,home_pp_minutes,away_pp_minutes,home_pp_goals,away_pp_goals,home_pp_xg,away_pp_xg
169,11,Hungary,Ukraine,0,18,34,2.5506,4.6888,0.2267,0.2244,3,2,4,3,10,12,12,10,20,24,12,10,24,20,2,1,1.8369,3.2092
170,11,Belgium,Germany,1,45,27,5.7669,3.031,0.245,0.2423,2,1,3,2,6,11,11,6,12,22,11,6,22,12,2,1,2.8484,1.0711
171,11,Spain,Slovakia,1,27,36,3.6531,3.3802,0.2503,0.1558,3,4,5,7,4,9,9,4,8,18,9,4,18,8,1,1,1.5616,0.9457
172,11,Kazakhstan,Lithuania,1,31,23,2.936,2.3372,0.2126,0.1986,1,2,2,4,9,6,6,9,21,12,6,9,12,21,0,1,1.186,0.6928
173,12,Russia,Norway,0,25,31,2.7184,2.6442,0.1618,0.1459,4,1,8,1,1,5,5,1,2,10,5,1,10,2,1,0,0.6317,0.2917
174,12,Belgium,Switzerland,0,15,21,1.6976,2.4847,0.1433,0.204,2,1,3,2,2,6,6,2,4,12,6,2,12,4,1,0,1.0656,0
175,12,Czech Republic,China,0,30,24,3.2072,2.2519,0.2308,0.2019,6,1,7,1,11,4,4,11,22,8,4,11,8,22,1,0,0.6626,0.5014
176,12,United States,Kazakhstan,0,20,33,2.1867,3.5466,0.1789,0.2205,2,4,3,7,12,5,5,12,24,10,5,12,10,24,0,2,0.303,1.638
177,12,Finland,Japan,0,24,20,2.8982,2.3304,0.2155,0.2244,0,5,0,7,9,10,10,9,18,20,10,9,20,18,0,1,1.1196,0.5101
178,12,Great Britain,South Korea,1,26,30,3.4339,3.2557,0.2303,0.1559,4,5,8,9,3,6,6,3,6,14,6,3,14,6,3,3,1.712,0.5822
179,12,Hungary,Ukraine,0,21,28,2.3417,3.2215,0.22,0.2141,6,3,10,3,8,7,7,8,16,14,7,8,14,16,4,2,1.2449,1.7398
180,12,Canada,Latvia,0,37,21,3.5139,2.6962,0.1488,0.2279,1,4,2,7,6,3,3,6,12,6,3,6,6,12,0,2,1.0258,1.1964
181,12,Germany,Estonia,0,32,34,3.8434,3.7832,0.2159,0.1554,3,5,6,7,4,4,4,4,8,8,4,4,8,8,0,1,0.6765,1.7369
182,12,Italy,Denmark,1,31,31,3.1042,3.8101,0.1512,0.2335,2,3,4,6,10,5,5,10,20,10,5,10,10,20,0,1,0.4422,1.718
183,12,France,Belarus,0,33,35,4.1467,3.3205,0.2342,0.2227,6,3,11,5,6,6,6,6,12,12,6,6,12,12,1,1,0.7625,1.4908
184,12,Romania,Slovenia,0,24,26,2.5624,2.9802,0.2099,0.1781,4,3,7,4,9,8,8,9,20,16,8,9,16,20,1,2,0.9291,1.5104
185,12,Poland,Slovakia,0,32,23,4.2196,2.4951,0.2317,0.2055,2,3,4,6,3,4,4,3,6,8,4,3,8,6,1,1,1.4203,1.4363
186,12,Netherlands,Austria,1,27,35,2.9905,3.8059,0.2052,0.2227,3,2,5,3,7,9,9,7,17,18,9,7,18,17,1,1,1.9577,1.1815
187,12,Lithuania,Sweden,1,27,40,2.9057,3.5212,0.2148,0.1596,3,2,5,3,6,13,13,6,12,26,13,6,26,12,2,0,1.7025,0.728
188,12,Spain,Croatia,0,25,25,3.5197,2.9097,0.2547,0.1646,2,1,3,2,7,7,7,7,14,14,7,7,14,14,1,0,1.9011,1.0573
189,13,Denmark,Czech Republic,0,34,29,4.2998,3.9891,0.225,0.1741,3,4,5,8,8,10,10,8,18,20,10,8,20,18,1,2,2.0452,1.5646
190,13,Canada,Poland,0,24,28,3.2208,3.4375,0.2365,0.2269,3,4,3,7,4,7,7,4,8,14,7,4,14,8,1,1,1.9113,1.4374
191,13,Switzerland,Finland,0,21,30,2.7008,3.0368,0.2172,0.142,1,4,2,5,4,7,7,4,8,14,7,4,14,8,1,0,1.7779,0.5575
192,13,Belgium,Russia,0,27,28,2.6997,3.1984,0.1593,0.2299,4,2,7,2,7,5,5,7,14,10,5,7,10,14,3,1,1.0867,1.3
193,13,United States,Belarus,0,27,23,3.2561,2.8632,0.1757,0.2253,3,4,6,5,4,12,12,4,8,24,12,4,24,8,0,2,1.701,1.6653
194,13,Slovakia,Spain,0,36,23,3.968,2.4184,0.2078,0.1504,7,3,13,5,2,9,9,2,4,18,9,2,18,4,5,0,2.4826,0.4511
195,13,Kazakhstan,Estonia,0,25,25,2.6074,2.6575,0.2078,0.1403,2,3,2,2,8,5,5,8,16,10,5,8,10,16,1,3,0.6735,1.2286
196,13,China,Latvia,0,28,29,2.3291,2.6563,0.126,0.1546,1,0,2,0,1,2,2,1,2,4,2,1,4,2,0,0,0.3779,0.1377
197,13,Great Britain,Austria,0,32,32,3.7024,3.2145,0.236,0.1423,5,6,8,11,7,8,8,7,16,16,8,7,16,16,2,1,1.0718,1.165
198,13,Slovenia,Romania,0,28,15,3.2501,1.538,0.2298,0.1436,2,0,4,0,5,10,10,5,10,20,10,5,20,10,1,0,1.4999,0.263
199,13,Norway,Italy,1,47,27,5.1832,2.8085,0.1676,0.2034,4,3,6,5,12,10,10,12,24,20,10,12,20,24,1,2,1.406,1.2753
200,13,Sweden,Japan,0,34,19,4.2481,1.7979,0.1783,0.1518,4,2,5,3,2,11,11,2,4,22,11,2,22,4,4,0,2.7562,0.2296
201,13,Ukraine,Hungary,1,38,44,3.7707,4.9785,0.1629,0.2047,4,3,7,5,13,6,6,13,28,12,6,13,12,28,1,2,0.7704,2.7885
202,13,Lithuania,Germany,1,28,23,3.6823,1.9585,0.2354,0.1424,2,3,4,6,4,10,10,4,8,23,10,4,23,8,2,1,1.3308,0.4136
203,14,Ukraine,Japan,0,20,24,2.2958,2.4045,0.2149,0.1488,0,1,0,2,4,9,9,4,8,18,9,4,18,8,0,0,1.3599,0.5846
204,14,Italy,Lithuania,0,27,16,2.3075,1.8174,0.1465,0.1626,3,2,4,2,7,6,6,7,16,12,6,7,12,16,0,0,0.6961,0.295
205,14,Latvia,Netherlands,0,24,23,2.4751,2.4989,0.1518,0.2024,2,0,4,0,7,6,6,7,14,12,6,7,12,14,1,0,0.2982,1.1225
206,14,Czech Republic,France,0,33,25,3.7418,2.8873,0.2352,0.2245,3,6,6,9,8,7,7,8,16,14,7,8,14,16,1,3,1.6885,0.8926
207,14,Romania,Slovenia,0,31,34,4.1051,3.6565,0.231,0.2296,4,3,4,4,9,9,9,9,18,18,9,9,18,18,2,1,1.3354,1.436
208,14,Russia,Austria,0,35,26,3.1249,2.4396,0.1954,0.1446,1,6,2,5,12,11,11,12,24,22,11,12,22,24,0,2,0.7357,0.7562
209,15,Slovenia,Romania,1,28,32,2.9416,3.3559,0.2359,0.2245,5,4,7,5,9,7,7,9,18,14,7,9,14,18,1,0,0.5363,0.6904
210,15,Denmark,Latvia,0,19,30,2.3107,3.8446,0.1704,0.1554,2,3,3,6,3,9,9,3,6,18,9,3,18,6,2,1,0.8878,2.0828
211,15,Kazakhstan,Sweden,0,24,21,2.2736,2.0703,0.1727,0.159,1,2,2,3,5,5,5,5,10,10,5,5,10,10,1,0,0.4115,0.7864
212,15,Finland,Netherlands,0,29,19,2.9742,1.9813,0.1549,0.1476,4,0,5,0,10,7,7,10,20,14,7,10,14,20,0,0,0.7056,0.8306
213,15,Austria,Lithuania,0,25,30,2.3145,2.505,0.132,0.1462,4,0,8,0,5,4,4,5,10,8,4,5,8,10,1,0,0.845,0.6566
214,15,Croatia,Czech Republic,0,27,17,2.8248,2.2197,0.1423,0.1856,2,1,2,2,4,8,8,4,8,16,8,4,16,8,1,1,0.8229,0.2644
215,15,Switzerland,United States,0,30,26,3.867,2.7359,0.2375,0.1674,4,2,7,2,5,10,10,5,12,20,10,5,20,12,2,0,2.267,0.8157
216,15,Belarus,South Korea,0,27,25,3.0923,3.0855,0.1651,0.2372,1,6,2,7,11,4,4,11,22,10,4,11,10,22,0,1,1.1082,0.8513
217,15,Belgium,Norway,0,35,13,4.1695,1.3887,0.2169,0.1435,5,0,10,0,3,12,12,3,6,24,12,3,24,6,4,0,2.7658,0
218,15,Poland,China,1,30,32,3.3498,3.2667,0.1597,0.2244,6,5,9,9,9,6,6,9,18,12,6,9,12,18,0,1,1.7673,1.065
219,15,Italy,Estonia,1,28,25,3.3724,2.5261,0.1934,0.2182,4,3,7,6,6,10,10,6,12,20,10,6,20,12,1,0,1.9043,0.8454
220,15,Spain,Hungary,0,35,30,4.9532,3.2444,0.2443,0.1598,6,1,9,2,8,11,11,8,16,22,11,8,22,16,6,1,3.3495,1.1116
221,15,Russia,Great Britain,0,29,34,3.0437,3.7806,0.1865,0.2354,4,5,7,7,5,3,3,5,10,6,3,5,6,10,2,1,0.6599,1.2505
222,15,Canada,Japan,0,34,32,3.9868,3.55,0.2303,0.1573,3,7,5,10,7,10,10,7,14,20,10,7,20,14,3,2,2.0303,1.3991
223,15,Ukraine,Germany,0,27,22,3.4053,2.1896,0.2275,0.1557,1,0,0,0,4,7,7,4,8,14,7,4,14,8,0,0,1.9068,0.9237
224,15,Slovakia,France,0,32,15,2.9786,2.1799,0.1528,0.2381,3,4,6,6,13,7,7,13,26,14,7,13,14,26,1,3,1.1349,1.3099
225,16,United States,Switzerland,0,29,16,2.8146,1.8239,0.134,0.2131,6,0,7,0,6,5,5,6,12,10,5,6,10,12,1,0,0.6639,0.7784
226,16,Denmark,Czech Republic,0,28,28,2.9486,3.6186,0.182,0.1659,3,4,4,8,4,5,5,4,8,10,5,4,10,8,1,2,0.5462,0.8169
227,16,Croatia,Latvia,1,30,24,3.4705,2.6377,0.1635,0.1585,1,2,0,4,2,9,9,2,4,22,9,2,22,4,0,0,2.0797,0.1585
228,16,Belarus,Finland,1,34,36,3.9555,3.7581,0.2279,0.1509,2,3,4,4,9,16,16,9,18,32,16,9,32,18,0,1,0.5903,1.3291
229,16,Estonia,France,0,23,22,2.1241,2.4152,0.2196,0.1489,3,4,4,5,3,9,9,3,6,18,9,3,18,6,2,0,1.0833,0
230,16,Kazakhstan,Netherlands,0,33,21,3.652,2.0852,0.1781,0.2063,0,1,0,2,4,4,4,4,8,8,4,4,8,8,0,0,1.2146,0.6
231,16,Sweden,Russia,1,35,36,3.9561,3.231,0.2492,0.167,2,1,3,2,4,8,8,4,8,16,8,4,16,8,1,0,1.4746,0.7452
232,16,Hungary,Slovenia,0,37,19,4.3979,1.8871,0.1832,0.1548,0,2,0,1,4,8,8,4,8,16,8,4,16,8,0,0,1.2857,0.6981
233,16,Canada,Slovakia,1,21,27,2.1998,2.3226,0.1505,0.2241,2,1,2,2,6,4,4,6,12,8,4,6,8,12,0,0,0.4501,0.8576
234,16,Lithuania,Romania,0,40,18,6.4725,1.5973,0.2381,0.1398,7,3,11,5,3,17,17,3,6,36,17,3,36,6,5,0,5.3105,0.4088
235,16,Spain,Belgium,0,27,34,3.0717,3.2418,0.1798,0.1587,5,2,7,4,4,4,4,4,8,8,4,4,8,8,1,1,0.7125,0.9065
236,16,Austria,Germany,0,20,28,2.4452,2.5019,0.233,0.1404,2,3,4,6,6,5,5,6,12,10,5,6,10,12,1,2,0.9443,0.9922
237,16,Japan,Norway,0,37,18,5.439,1.6396,0.2304,0.1307,8,2,11,4,3,16,16,3,6,37,16,3,37,6,2,1,3.2338,0.2615
238,16,Italy,Great Britain,1,23,35,2.0289,4.2474,0.0998,0.2429,5,6,8,6,7,0,0,7,14,0,0,7,0,14,0,3,0,1.7763
239,16,China,Poland,0,31,23,3.5059,1.8033,0.159,0.1367,4,0,8,0,4,6,6,4,8,12,6,4,12,8,4,0,2.1514,0
240,16,Ukraine,South Korea,0,24,23,2.4679,2.7894,0.2145,0.2307,2,0,3,0,6,4,4,6,12,8,4,6,8,12,1,0,0.6251,1.0627
241,17,Slovenia,Croatia,0,30,31,3.3458,3.0723,0.1554,0.2096,4,2,6,4,2,7,7,2,4,14,7,2,14,4,0,0,1.4772,0
242,17,Latvia,Italy,0,32,20,3.8232,1.7106,0.1713,0.2089,4,0,7,0,3,6,6,3,6,12,6,3,12,6,1,0,1.015,0.4769
243,17,Hungary,Kazakhstan,0,19,24,1.8833,2.6502,0.1663,0.2163,0,4,0,8,7,4,4,7,14,8,4,7,8,14,0,2,0.6309,0.7134
244,17,Switzerland,Germany,1,21,29,2.5715,3.0851,0.2251,0.2071,0,1,0,2,8,7,7,8,16,14,7,8,14,16,0,0,0.3829,0.415
245,17,China,Lithuania,1,37,32,3.6181,3.1845,0.2081,0.2285,5,4,6,5,3,5,5,3,6,10,5,3,10,6,2,1,0.8457,1.3522
246,17,United States,Norway,0,23,30,2.7139,3.8026,0.1703,0.2482,2,3,3,6,10,5,5,10,20,10,5,10,10,20,0,1,0.1418,2.2158
247,17,Japan,Belarus,0,32,23,3.1789,2.213,0.1449,0.2121,0,3,0,4,5,4,4,5,10,8,4,5,8,10,0,1,0.8274,0.4898
248,17,South Korea,Ukraine,0,30,19,3.7244,1.6054,0.2426,0.1363,5,1,10,2,4,8,8,4,8,16,8,4,16,8,1,0,0.4879,0.1363
249,17,Finland,Slovakia,0,29,19,3.3201,1.5301,0.1635,0.1364,5,0,10,0,6,9,9,6,12,20,9,6,20,12,0,0,0.7841,0.5589
250,17,Czech Republic,Russia,0,37,25,4.1261,2.7911,0.17,0.1806,3,1,3,2,6,7,7,6,12,14,7,6,14,12,0,0,0.9606,1.4931
251,17,Great Britain,Romania,0,23,15,2.9585,1.9468,0.2477,0.1711,6,1,7,2,8,6,6,8,16,12,6,8,12,16,3,1,1.0301,1.111
252,17,France,Austria,0,31,22,3.373,2.0723,0.158,0.178,3,2,4,4,9,9,9,9,18,18,9,9,18,18,0,0,1.3721,0.6138
253,17,Sweden,Estonia,0,26,22,2.8215,2.2966,0.2055,0.2045,1,3,2,5,6,2,2,6,12,4,2,6,4,12,0,2,0,1.3477
254,17,Netherlands,Spain,0,25,21,3.2648,2.3744,0.2397,0.2423,1,4,1,6,7,12,12,7,14,24,12,7,24,14,1,1,1.4654,1.264
255,17,Poland,Belgium,1,36,30,4.5285,3.6954,0.2678,0.2064,4,3,7,4,16,10,10,16,32,22,10,16,22,32,2,1,1.608,2.1132
256,17,Canada,Denmark,1,19,15,2.324,1.6838,0.1524,0.1692,2,3,4,5,3,5,5,3,9,10,5,3,10,9,1,0,0.7477,0.1455
257,18,United States,China,0,26,35,2.838,3.2036,0.1552,0.1614,5,3,10,5,10,7,7,10,20,14,7,10,14,20,3,2,1.6587,0.7564
258,18,Kazakhstan,Germany,0,23,16,2.5224,1.345,0.2168,0.1322,4,0,6,0,3,7,7,3,6,14,7,3,14,6,0,0,0.9788,0.2023
259,18,Czech Republic,Slovakia,0,21,22,3.267,2.3616,0.2195,0.207,1,2,2,3,10,10,10,10,22,20,10,10,20,22,0,1,1.9874,1.3935
260,18,Japan,Romania,1,22,36,2.643,3.4807,0.2332,0.2195,2,3,4,5,7,8,8,7,14,16,8,7,16,14,1,0,0.8967,0.7805
261,18,Switzerland,Belarus,0,27,29,3.1295,2.8939,0.1589,0.1705,3,2,3,1,6,10,10,6,12,20,10,6,20,12,0,0,1.6213,0.7056
262,18,Estonia,Latvia,1,40,31,3.8886,3.7605,0.2161,0.1872,2,3,4,5,5,11,11,5,12,22,11,5,22,12,1,1,2.0287,1.3143
263,18,South Korea,Sweden,0,29,39,3.144,4.4326,0.1509,0.2493,5,2,8,2,4,5,5,4,8,10,5,4,10,8,2,0,1.286,1.1838
264,18,Belgium,Slovenia,0,26,24,2.3061,2.5155,0.1532,0.1814,2,3,4,6,7,2,2,7,14,4,2,7,4,14,0,1,0,1.0418
265,18,Croatia,Norway,1,26,21,3.0114,2.5624,0.2201,0.1799,4,3,4,3,6,4,4,6,12,8,4,6,8,12,0,1,0.5877,0.8355
266,18,Austria,Poland,1,29,34,3.3118,3.5897,0.2234,0.2261,4,3,6,4,10,11,11,10,20,22,11,10,22,20,0,2,0.7148,1.75
267,18,Finland,Denmark,0,25,20,3.1545,2.4274,0.1637,0.228,3,1,5,0,6,7,7,6,12,14,7,6,14,12,1,0,1.0884,0.8188
268,18,Great Britain,Hungary,1,24,28,2.6637,3.0373,0.2317,0.1537,2,1,3,1,3,6,6,3,6,12,6,3,12,6,1,0,0.2317,1.075
269,18,Canada,Italy,0,23,27,2.464,2.7747,0.1476,0.1415,0,1,0,2,5,6,6,5,10,12,6,5,12,10,0,1,0.671,0.9465
270,18,France,Russia,0,27,29,3.0917,3.8098,0.1703,0.2277,3,1,2,2,11,4,4,11,22,8,4,11,8,22,0,1,0.1703,2.0907
271,18,Spain,Ukraine,0,35,31,4.5704,3.1473,0.243,0.1524,8,2,11,4,8,10,10,8,16,20,10,8,20,16,7,2,3.1943,1.0129
272,18,Netherlands,Lithuania,1,30,26,3.0571,2.6323,0.1449,0.1502,2,1,3,2,8,11,11,8,19,22,11,8,22,19,0,0,1.5078,0.7908
273,19,Czech Republic,Hungary,0,22,30,3.1774,3.0252,0.2597,0.1564,5,3,5,4,4,10,10,4,8,20,10,4,20,8,0,0,1.0926,0.777
274,19,China,Belgium,0,27,26,3.2594,2.2093,0.1619,0.1686,4,3,5,4,6,6,6,6,12,12,6,6,12,12,2,0,1.2667,0.7564
275,19,United States,Belarus,0,32,27,3.5613,3.0189,0.2273,0.2424,2,5,1,7,8,10,10,8,16,20,10,8,20,16,0,1,1.2309,1.4249
276,19,Netherlands,Switzerland,1,20,22,2.12,2.0069,0.1532,0.1293,1,2,2,4,6,5,5,6,15,10,5,6,10,15,0,1,0.5019,0.4777
277,19,Finland,Croatia,0,24,19,3.2012,2.3317,0.1823,0.2257,2,3,4,2,7,6,6,7,14,15,6,7,15,14,0,1,1.4118,1.4212
278,19,Ukraine,Spain,1,34,31,3.2851,3.0572,0.1418,0.1656,3,2,6,3,8,10,10,8,16,20,10,8,20,16,1,1,0.8195,1.1999
279,19,Kazakhstan,Japan,0,28,30,3.4101,3.3434,0.2402,0.2155,6,3,11,2,7,9,9,7,14,18,9,7,18,14,3,1,1.4577,0.861
280,19,Poland,Norway,1,30,33,3.6117,3.2446,0.2213,0.1586,5,4,9,7,6,13,13,6,12,26,13,6,26,12,2,1,1.3744,1.0636
281,19,Latvia,Slovakia,0,22,27,2.8176,2.2573,0.2246,0.1827,0,1,0,2,6,7,7,6,12,14,7,6,14,12,0,0,0.8288,0.8843
282,19,Austria,France,1,34,40,3.1683,4.3628,0.1453,0.2268,3,2,5,2,7,6,6,7,14,12,6,7,12,14,1,0,1.5324,1.0775
283,19,Italy,Germany,0,18,28,1.8754,2.9801,0.1532,0.2331,0,4,0,7,7,5,5,7,14,10,5,7,10,14,0,1,0.6667,1.1624
284,19,Sweden,Russia,0,32,37,3.2704,3.6952,0.176,0.1415,1,5,1,10,6,5,5,6,14,10,5,6,10,14,0,2,1.1072,1.5082
285,19,Canada,Romania,1,37,26,4.166,2.9464,0.1628,0.1753,5,4,8,7,3,5,5,3,6,10,5,3,10,6,1,0,0.9237,0.2993
286,19,Lithuania,Estonia,0,16,19,1.6891,1.7716,0.1398,0.1546,1,0,1,0,7,5,5,7,14,10,5,7,10,14,0,0,0.1355,1.0585
287,19,Great Britain,Slovenia,0,26,31,2.5187,3.1611,0.1452,0.1607,3,2,6,4,5,3,3,5,10,6,3,5,6,10,1,0,0.3865,0.5811
288,19,South Korea,Denmark,0,27,13,3.6304,1.3323,0.1645,0.1153,7,2,13,4,1,4,4,1,2,8,4,1,8,2,2,0,1.4346,0
289,20,United States,France,1,43,26,4.4714,3.3545,0.2079,0.2293,5,6,9,11,7,6,6,7,17,12,6,7,12,17,1,2,1.4588,1.7845
290,20,Switzerland,Sweden,0,25,34,2.6489,3.891,0.1782,0.2276,2,3,4,4,7,5,5,7,14,10,5,7,10,14,0,2,1.064,1.38
291,20,Italy,Austria,0,26,32,2.1111,3.7931,0.1446,0.2123,1,0,1,0,8,5,5,8,16,10,5,8,10,16,0,0,0.642,0.9674
292,20,Latvia,Estonia,0,28,32,3.5907,2.5376,0.2103,0.1335,1,3,2,6,8,6,6,8,16,12,6,8,12,16,0,0,0.5491,0.7306
293,20,Croatia,Slovenia,0,21,22,2.0599,3.0215,0.1562,0.2367,0,3,0,3,8,5,5,8,16,10,5,8,10,16,0,1,0.3125,1.9997
294,20,Norway,Russia,0,31,37,2.9378,4.9805,0.1527,0.2303,1,4,0,5,12,5,5,12,24,10,5,12,10,24,0,4,0.7565,3.2272
295,20,Belarus,Slovakia,0,27,19,2.729,1.3734,0.1427,0.1184,5,1,7,1,5,6,6,5,10,12,6,5,12,10,0,0,0.3298,0.3388
296,20,Great Britain,Poland,1,33,30,4.2234,3.5795,0.2366,0.2255,4,3,7,6,5,9,9,5,10,18,9,5,18,10,2,2,1.7804,1.0685
297,20,Spain,China,1,32,43,3.265,4.9095,0.2629,0.2344,5,4,6,6,10,5,5,10,20,10,5,10,10,20,2,1,0.7528,2.1877
298,20,Kazakhstan,South Korea,1,27,29,3.0616,2.9609,0.2297,0.1598,3,2,5,2,6,6,6,6,12,12,6,6,12,12,1,0,0.8039,0.8986
299,20,Canada,Lithuania,0,26,26,2.9596,3.6623,0.2167,0.2344,1,5,2,7,12,7,7,12,24,17,7,12,17,24,1,2,1.3777,2.5516
300,20,Hungary,Romania,0,32,24,3.6523,2.692,0.2208,0.164,5,0,6,0,5,7,7,5,13,17,7,5,17,13,2,0,0.6501,0.6349
301,20,Japan,Ukraine,1,29,28,2.8726,2.2574,0.2235,0.1229,2,1,3,2,6,5,5,6,12,10,5,6,10,12,0,0,0.8251,0.6994
302,20,Czech Republic,Denmark,0,21,24,2.763,2.5771,0.2061,0.2119,2,4,3,6,10,4,4,10,20,8,4,10,8,20,0,1,0.6659,1.0475
303,20,Germany,Finland,1,29,27,3.7084,3.3357,0.2309,0.2254,4,3,5,5,5,13,13,5,10,26,13,5,26,10,3,0,2.3944,0.6761
304,20,Netherlands,Belgium,0,18,15,1.9654,1.3655,0.1765,0.1535,0,1,0,2,6,3,3,6,12,6,3,6,6,12,0,0,0.4989,0.5532
305,21,Belgium,Netherlands,0,30,27,2.6772,3.2803,0.1468,0.2121,3,6,4,10,10,6,6,10,20,14,6,10,14,20,0,1,0.6904,1.1189
306,21,Germany,Poland,0,23,29,2.5566,3.4582,0.1524,0.1562,4,3,7,5,3,5,5,3,6,10,5,3,10,6,1,0,0.7581,1.0485
307,21,Great Britain,Spain,0,41,28,6.2626,3.064,0.2478,0.2509,8,3,12,5,8,12,12,8,16,24,12,8,24,16,2,2,2.1799,1.5511
308,21,Canada,Estonia,0,20,30,2.0789,2.7591,0.2091,0.1419,0,1,0,0,6,1,1,6,12,2,1,6,2,12,0,1,0.2687,0.9661
309,21,Switzerland,Hungary,0,24,26,2.9937,2.3918,0.2278,0.13,5,1,7,1,1,8,8,1,2,16,8,1,16,2,2,0,1.1156,0.3899
310,21,Ukraine,Norway,0,24,25,2.3479,3.1815,0.1542,0.2302,2,3,4,5,10,4,4,10,20,8,4,10,8,20,1,2,0.2578,2.321
311,21,Lithuania,Croatia,0,15,22,1.6994,2.1021,0.2021,0.1392,0,2,0,2,3,4,4,3,8,8,4,3,8,8,0,1,0.2818,0.6952
312,21,Belarus,Austria,0,31,32,2.8534,3.2926,0.1389,0.1616,3,2,5,4,5,8,8,5,10,16,8,5,16,10,1,0,1.2108,0.6603
313,21,Denmark,France,0,19,30,1.7248,3.8768,0.1342,0.1767,2,6,3,11,8,5,5,8,16,10,5,8,10,16,0,2,0.2628,1.1339
314,21,South Korea,Kazakhstan,1,29,37,3.8296,4.2378,0.2375,0.2235,2,3,4,2,6,9,9,6,12,18,9,6,18,12,1,0,2.1738,1.7675
315,21,Slovenia,Sweden,1,34,32,2.897,3.401,0.1404,0.1661,2,1,4,2,6,8,8,6,12,16,8,6,16,12,1,0,0.9125,1.4643
316,22,Czech Republic,Russia,0,30,33,3.2055,4.0761,0.1569,0.2222,5,4,7,6,7,5,5,7,14,10,5,7,10,14,1,2,0.2967,0.9041
317,22,Switzerland,Estonia,1,35,37,3.7575,4.2125,0.2448,0.207,2,1,3,2,13,9,9,13,29,18,9,13,18,29,0,0,0.913,3.001
318,22,Slovenia,South Korea,0,38,24,3.8836,2.511,0.1564,0.155,6,3,8,5,2,4,4,2,4,8,4,2,8,4,3,1,1.0462,0.3027
319,22,United States,Croatia,0,24,29,2.4854,3.5354,0.15,0.1631,3,0,6,0,10,4,4,10,20,8,4,10,8,20,1,0,0.5076,1.3622
320,22,Denmark,Norway,0,29,21,3.2492,2.5203,0.1634,0.1838,5,4,6,7,3,6,6,3,6,12,6,3,12,6,2,1,0.8044,0.2868
321,22,Belgium,Latvia,0,25,17,2.364,1.9755,0.1755,0.1551,1,2,1,3,2,5,5,2,4,10,5,2,10,4,0,0,0.8339,0.4652
322,22,Belarus,Japan,1,27,25,2.9888,2.4332,0.2208,0.1447,3,2,3,3,7,9,9,7,14,18,9,7,18,14,1,1,1.3751,0.6655
323,22,Poland,Finland,0,25,43,2.9782,5.7442,0.1637,0.2367,3,5,4,7,14,7,7,14,33,14,7,14,14,33,1,3,1.5285,2.8926
324,22,Lithuania,Hungary,0,27,26,2.7296,2.3725,0.156,0.1369,2,3,4,3,7,5,5,7,17,10,5,7,10,17,0,1,0.098,0.6418
325,22,Italy,Great Britain,0,30,29,3.3605,2.5903,0.21,0.1196,1,2,2,4,1,5,5,1,2,12,5,1,12,2,0,0,1.3441,0
326,22,Romania,Germany,1,23,22,2.8922,2.1642,0.1673,0.1631,2,3,4,6,8,7,7,8,19,14,7,8,14,19,0,0,1.1142,0.4224
327,22,France,Sweden,0,26,23,2.8517,2.2671,0.148,0.1679,1,4,2,7,5,7,7,5,10,14,7,5,14,10,0,3,0.4382,1.1236
328,22,China,Austria,1,25,36,2.1125,3.4834,0.21,0.1959,3,4,4,6,9,8,8,9,18,16,8,9,16,18,2,2,0.896,1.2433
329,22,Canada,Slovakia,0,31,14,3.6537,1.3021,0.2107,0.1436,4,0,6,0,5,7,7,5,10,14,7,5,14,10,0,0,1.4271,0.5605
330,22,Netherlands,Spain,0,22,24,2.3442,2.6272,0.1523,0.1692,0,3,0,6,6,6,6,6,12,12,6,6,12,12,0,2,0.749,1.3334
331,23,Switzerland,Croatia,0,20,20,2.2813,2.1004,0.1459,0.1662,3,1,6,2,8,8,8,8,16,16,8,8,16,16,0,0,0.2397,0.3749
332,23,Romania,Russia,0,35,34,3.7286,4.042,0.2286,0.2247,6,4,10,3,11,6,6,11,22,12,6,11,12,22,2,1,1.1862,1.5362
333,23,Slovakia,Germany,0,24,24,2.3004,2.6189,0.1447,0.1447,2,3,4,6,8,6,6,8,19,12,6,8,12,19,0,1,0.7951,0.8721
334,23,Slovenia,Kazakhstan,0,40,18,4.6717,1.4968,0.2351,0.1359,1,5,2,6,2,9,9,2,4,18,9,2,18,4,0,1,2.3969,0.1359
335,23,Norway,United States,0,32,20,4.0564,2.1498,0.1696,0.2205,6,1,10,2,6,10,10,6,12,20,10,6,20,12,5,1,2.4005,0.7923
336,23,Belarus,Sweden,1,31,30,3.8587,3.6055,0.2134,0.2407,5,4,8,7,6,6,6,6,12,14,6,6,14,12,1,2,1.9164,1.8187
337,23,Netherlands,Great Britain,1,23,39,2.2121,4.2981,0.1487,0.1621,2,3,3,4,8,4,4,8,16,8,4,8,8,16,1,1,0.5597,1.985
338,23,Estonia,Italy,0,23,25,2.038,2.5016,0.2119,0.1341,1,6,2,9,5,5,5,5,10,10,5,5,10,10,0,2,0.3608,0.7209
